Date,Unique Drivers,No. of Ports
6/23/2016,8,16
6/24/2016,7,16
6/25/2016,0,16
6/26/2016,0,16
6/27/2016,10,16
6/28/2016,11,16
6/29/2016,8,16
6/30/2016,11,16
7/1/2016,10,16
7/2/2016,2,16
7/3/2016,1,16
7/4/2016,1,16
7/5/2016,7,16
7/6/2016,12,16
7/7/2016,14,16
7/8/2016,10,16
7/9/2016,0,16
7/10/2016,0,16
7/11/2016,11,16
7/12/2016,10,16
7/13/2016,9,16
7/14/2016,11,16
7/15/2016,9,16
7/16/2016,1,16
7/17/2016,0,16
7/18/2016,9,16
7/19/2016,10,16
7/20/2016,10,16
7/21/2016,11,16
7/22/2016,11,16
7/23/2016,2,16
7/24/2016,0,16
7/25/2016,3,16
7/26/2016,9,16
7/27/2016,10,16
7/28/2016,10,16
7/29/2016,7,16
7/30/2016,0,16
7/31/2016,0,16
8/1/2016,10,16
8/2/2016,9,16
8/3/2016,10,16
8/4/2016,12,16
8/5/2016,7,16
8/6/2016,2,16
8/7/2016,0,16
8/8/2016,7,16
8/9/2016,9,16
8/10/2016,10,16
8/11/2016,11,16
8/12/2016,8,16
8/13/2016,1,16
8/14/2016,0,16
8/15/2016,6,16
8/16/2016,9,16
8/17/2016,12,16
8/18/2016,11,16
8/19/2016,8,16
8/20/2016,0,16
8/21/2016,0,16
8/22/2016,8,16
8/23/2016,10,16
8/24/2016,13,16
8/25/2016,13,16
8/26/2016,9,16
8/27/2016,1,16
8/28/2016,1,16
8/29/2016,10,16
8/30/2016,10,16
8/31/2016,11,16
9/1/2016,9,16
9/2/2016,11,16
9/3/2016,2,16
9/4/2016,1,16
9/5/2016,0,16
9/6/2016,9,16
9/7/2016,12,16
9/8/2016,10,16
9/9/2016,9,16
9/10/2016,3,16
9/11/2016,1,16
9/12/2016,13,16
9/13/2016,12,16
9/14/2016,15,16
9/15/2016,12,16
9/16/2016,5,16
9/17/2016,2,16
9/18/2016,0,16
9/19/2016,10,16
9/20/2016,10,16
9/21/2016,13,16
9/22/2016,13,16
9/23/2016,8,16
9/24/2016,2,16
9/25/2016,1,16
9/26/2016,7,16
9/27/2016,9,16
9/28/2016,12,16
9/29/2016,11,16
9/30/2016,12,16
10/1/2016,2,16
10/2/2016,1,16
10/3/2016,11,16
10/4/2016,9,16
10/5/2016,12,16
10/6/2016,12,16
10/7/2016,10,16
10/8/2016,3,16
10/9/2016,0,16
10/10/2016,11,16
10/11/2016,12,16
10/12/2016,10,16
10/13/2016,10,16
10/14/2016,8,16
10/15/2016,1,16
10/16/2016,0,16
10/17/2016,11,16
10/18/2016,10,16
10/19/2016,12,16
10/20/2016,7,16
10/21/2016,9,16
10/22/2016,0,16
10/23/2016,0,16
10/24/2016,13,16
10/25/2016,10,16
10/26/2016,13,16
10/27/2016,11,16
10/28/2016,13,16
10/29/2016,2,16
10/30/2016,0,16
10/31/2016,9,16
11/1/2016,9,16
11/2/2016,12,16
11/3/2016,12,16
11/4/2016,8,16
11/5/2016,2,16
11/6/2016,0,16
11/7/2016,13,16
11/8/2016,10,16
11/9/2016,10,16
11/10/2016,10,16
11/11/2016,5,16
11/12/2016,1,16
11/13/2016,0,16
11/14/2016,12,16
11/15/2016,13,16
11/16/2016,14,16
11/17/2016,9,16
11/18/2016,10,16
11/19/2016,1,16
11/20/2016,0,16
11/21/2016,11,16
11/22/2016,11,16
11/23/2016,8,16
11/24/2016,0,16
11/25/2016,0,16
11/26/2016,0,16
11/27/2016,0,16
11/28/2016,9,16
11/29/2016,10,16
11/30/2016,12,16
12/1/2016,7,16
12/2/2016,11,16
12/3/2016,2,16
12/4/2016,1,16
12/5/2016,10,16
12/6/2016,12,16
12/7/2016,10,16
12/8/2016,14,16
12/9/2016,13,16
12/10/2016,2,16
12/11/2016,0,16
12/12/2016,10,16
12/13/2016,11,16
12/14/2016,11,16
12/15/2016,9,16
12/16/2016,11,16
12/17/2016,2,16
12/18/2016,0,16
12/19/2016,9,16
12/20/2016,9,16
12/21/2016,12,16
12/22/2016,8,16
12/23/2016,7,16
12/24/2016,1,16
12/25/2016,0,16
12/26/2016,0,16
12/27/2016,4,16
12/28/2016,2,16
12/29/2016,5,16
12/30/2016,5,16
12/31/2016,0,16
1/1/2017,2,16
1/2/2017,1,16
1/3/2017,0,16
1/4/2017,1,16
1/5/2017,8,16
1/6/2017,10,16
1/7/2017,10,16
1/8/2017,13,16
1/9/2017,1,16
1/10/2017,0,16
1/11/2017,11,16
1/12/2017,10,16
1/13/2017,11,16
1/14/2017,9,16
1/15/2017,8,16
1/16/2017,2,16
1/17/2017,0,16
1/18/2017,0,16
1/19/2017,8,16
1/20/2017,11,22
1/21/2017,9,26
1/22/2017,11,26
1/23/2017,3,26
1/24/2017,1,26
1/25/2017,15,26
1/26/2017,12,26
1/27/2017,16,36
1/28/2017,14,36
1/29/2017,14,36
1/30/2017,10,40
1/31/2017,4,40
2/1/2017,15,40
2/2/2017,18,40
2/3/2017,20,40
2/4/2017,23,40
2/5/2017,26,44
2/6/2017,10,44
2/7/2017,12,44
2/8/2017,21,44
2/9/2017,20,44
2/10/2017,26,44
2/11/2017,32,44
2/12/2017,21,44
2/13/2017,20,44
2/14/2017,11,44
2/15/2017,25,44
2/16/2017,30,44
2/17/2017,38,44
2/18/2017,34,44
2/19/2017,30,44
2/20/2017,18,44
2/21/2017,10,44
2/22/2017,19,44
2/23/2017,28,44
2/24/2017,28,44
2/25/2017,31,44
2/26/2017,26,44
2/27/2017,12,44
2/28/2017,18,46
3/1/2017,20,46
3/2/2017,31,46
3/3/2017,35,46
3/4/2017,37,46
3/5/2017,34,46
3/6/2017,18,46
3/7/2017,15,46
3/8/2017,34,46
3/9/2017,34,46
3/10/2017,30,46
3/11/2017,21,46
3/12/2017,35,46
3/13/2017,14,46
3/14/2017,16,46
3/15/2017,30,46
3/16/2017,36,46
3/17/2017,38,46
3/18/2017,40,46
3/19/2017,36,46
3/20/2017,24,46
3/21/2017,17,46
3/22/2017,35,46
3/23/2017,39,46
3/24/2017,41,46
3/25/2017,32,46
3/26/2017,36,46
3/27/2017,15,46
3/28/2017,25,46
3/29/2017,24,46
3/30/2017,52,46
3/31/2017,46,46
4/1/2017,29,46
4/2/2017,28,46
4/3/2017,18,46
4/4/2017,13,46
4/5/2017,30,46
4/6/2017,39,46
4/7/2017,28,46
4/8/2017,27,46
4/9/2017,33,46
4/10/2017,16,46
4/11/2017,0,46
4/12/2017,32,46
4/13/2017,17,46
4/14/2017,0,46
4/15/2017,39,46
4/16/2017,30,46
4/17/2017,33,46
4/18/2017,34,46
4/19/2017,17,46
4/20/2017,9,46
4/21/2017,27,46
4/22/2017,32,46
4/23/2017,33,46
4/24/2017,31,46
4/25/2017,33,46
4/26/2017,11,46
4/27/2017,11,46
4/28/2017,32,46
4/29/2017,22,46
4/30/2017,38,46
5/1/2017,37,46
5/2/2017,26,46
5/3/2017,23,46
5/4/2017,10,46
5/5/2017,26,46
5/6/2017,31,46
5/7/2017,29,46
5/8/2017,30,46
5/9/2017,28,46
5/10/2017,9,46
5/11/2017,15,46
5/12/2017,23,46
5/13/2017,23,46
5/14/2017,26,46
5/15/2017,24,52
5/16/2017,26,52
5/17/2017,13,52
5/18/2017,13,52
5/19/2017,24,52
5/20/2017,32,52
5/21/2017,29,52
5/22/2017,28,52
5/23/2017,28,52
5/24/2017,21,52
5/25/2017,13,52
5/26/2017,29,52
5/27/2017,32,52
5/28/2017,35,52
5/29/2017,29,52
5/30/2017,21,52
5/31/2017,0,52
6/1/2017,8,52
6/2/2017,15,52
6/3/2017,0,52
6/4/2017,16,52
6/5/2017,32,52
6/6/2017,43,52
6/7/2017,38,52
6/8/2017,36,52
6/9/2017,15,52
6/10/2017,17,52
6/11/2017,40,52
6/12/2017,45,52
6/13/2017,38,52
6/14/2017,33,52
6/15/2017,41,52
6/16/2017,28,52
6/17/2017,14,52
6/18/2017,32,52
6/19/2017,40,52
6/20/2017,38,52
6/21/2017,39,52
6/22/2017,43,52
6/23/2017,16,52
6/24/2017,15,52
6/25/2017,36,52
6/26/2017,38,52
6/27/2017,36,52
6/28/2017,36,52
6/29/2017,43,52
6/30/2017,24,52
7/1/2017,15,52
7/2/2017,38,52
7/3/2017,42,52
7/4/2017,39,52
7/5/2017,38,52
7/6/2017,32,52
7/7/2017,12,52
7/8/2017,11,52
7/9/2017,27,52
7/10/2017,12,52
7/11/2017,30,52
7/12/2017,41,52
7/13/2017,36,52
7/14/2017,14,53
7/15/2017,13,53
7/16/2017,37,53
7/17/2017,42,54
7/18/2017,44,54
7/19/2017,36,54
7/20/2017,41,54
7/21/2017,20,54
7/22/2017,8,54
7/23/2017,36,54
7/24/2017,40,54
7/25/2017,33,54
7/26/2017,39,54
7/27/2017,33,54
7/28/2017,16,54
7/29/2017,12,54
7/30/2017,11,54
7/31/2017,28,54
8/1/2017,27,54
8/2/2017,37,54
8/3/2017,41,54
8/4/2017,19,54
8/5/2017,0,54
8/6/2017,32,54
8/7/2017,10,54
8/8/2017,0,54
8/9/2017,35,54
8/10/2017,34,54
8/11/2017,31,54
8/12/2017,30,54
8/13/2017,13,54
8/14/2017,12,54
8/15/2017,35,54
8/16/2017,40,54
8/17/2017,37,54
8/18/2017,36,54
8/19/2017,31,54
8/20/2017,18,54
8/21/2017,19,54
8/22/2017,38,54
8/23/2017,0,54
8/24/2017,38,54
8/25/2017,40,54
8/26/2017,0,54
8/27/2017,34,54
8/28/2017,23,54
8/29/2017,11,54
8/30/2017,17,54
8/31/2017,25,54
9/1/2017,37,54
9/2/2017,37,54
9/3/2017,40,54
9/4/2017,30,54
9/5/2017,21,54
9/6/2017,15,54
9/7/2017,39,54
9/8/2017,35,54
9/9/2017,42,54
9/10/2017,34,54
9/11/2017,33,54
9/12/2017,16,54
9/13/2017,13,54
9/14/2017,17,54
9/15/2017,34,54
9/16/2017,38,54
9/17/2017,34,54
9/18/2017,43,54
9/19/2017,26,54
9/20/2017,16,54
9/21/2017,29,54
9/22/2017,37,54
9/23/2017,45,54
9/24/2017,38,54
9/25/2017,41,54
9/26/2017,21,54
9/27/2017,8,54
9/28/2017,35,54
9/29/2017,38,54
9/30/2017,44,54
10/1/2017,50,54
10/2/2017,37,54
10/3/2017,25,54
10/4/2017,12,54
10/5/2017,45,54
10/6/2017,44,54
10/7/2017,49,54
10/8/2017,38,54
10/9/2017,42,54
10/10/2017,26,54
10/11/2017,13,54
10/12/2017,37,54
10/13/2017,45,54
10/14/2017,46,54
10/15/2017,36,54
10/16/2017,45,54
10/17/2017,14,54
10/18/2017,13,54
10/19/2017,53,54
10/20/2017,45,54
10/21/2017,59,54
10/22/2017,50,54
10/23/2017,54,54
10/24/2017,31,54
10/25/2017,18,54
10/26/2017,58,54
10/27/2017,58,54
10/28/2017,61,54
10/29/2017,47,54
10/30/2017,43,54
10/31/2017,22,54
11/1/2017,12,54
11/2/2017,53,54
11/3/2017,57,54
11/4/2017,64,54
11/5/2017,62,54
11/6/2017,46,54
11/7/2017,31,54
11/8/2017,16,54
11/9/2017,52,54
11/10/2017,53,54
11/11/2017,51,54
11/12/2017,63,54
11/13/2017,60,54
11/14/2017,28,54
11/15/2017,15,54
11/16/2017,50,54
11/17/2017,61,54
11/18/2017,68,54
11/19/2017,67,54
11/20/2017,49,54
11/21/2017,25,54
11/22/2017,18,54
11/23/2017,53,54
11/24/2017,54,54
11/25/2017,53,54
11/26/2017,57,54
11/27/2017,46,54
11/28/2017,25,54
11/29/2017,16,54
11/30/2017,58,54
12/1/2017,59,54
12/2/2017,43,54
12/3/2017,14,54
12/4/2017,21,54
12/5/2017,17,54
12/6/2017,17,54
12/7/2017,52,54
12/8/2017,68,54
12/9/2017,62,54
12/10/2017,67,54
12/11/2017,57,54
12/12/2017,30,54
12/13/2017,11,54
12/14/2017,53,54
12/15/2017,58,54
12/16/2017,71,54
12/17/2017,61,54
12/18/2017,56,54
12/19/2017,24,54
12/20/2017,22,54
12/21/2017,52,54
12/22/2017,63,58
12/23/2017,64,58
12/24/2017,65,58
12/25/2017,56,58
12/26/2017,24,58
12/27/2017,17,58
12/28/2017,53,58
12/29/2017,61,58
12/30/2017,54,58
12/31/2017,65,58
1/1/2018,44,58
1/2/2018,18,58
1/3/2018,14,58
1/4/2018,6,58
1/5/2018,27,58
1/6/2018,39,58
1/7/2018,41,58
1/8/2018,46,58
1/9/2018,17,58
1/10/2018,18,58
1/11/2018,12,58
1/12/2018,52,58
1/13/2018,55,58
1/14/2018,56,58
1/15/2018,53,58
1/16/2018,14,58
1/17/2018,17,58
1/18/2018,55,59
1/19/2018,57,59
1/20/2018,60,59
1/21/2018,52,59
1/22/2018,48,59
1/23/2018,15,59
1/24/2018,16,59
1/25/2018,30,59
1/26/2018,53,59
1/27/2018,67,59
1/28/2018,66,59
1/29/2018,65,59
1/30/2018,21,59
1/31/2018,19,59
2/1/2018,66,59
2/2/2018,61,59
2/3/2018,62,59
2/4/2018,65,59
2/5/2018,61,59
2/6/2018,23,59
2/7/2018,17,59
2/8/2018,59,59
2/9/2018,69,59
2/10/2018,64,59
2/11/2018,65,59
2/12/2018,55,59
2/13/2018,22,60
2/14/2018,13,60
2/15/2018,60,60
2/16/2018,68,60
2/17/2018,60,60
2/18/2018,54,60
2/19/2018,52,60
2/20/2018,28,60
2/21/2018,19,60
2/22/2018,62,60
2/23/2018,63,60
2/24/2018,64,60
2/25/2018,68,60
2/26/2018,55,60
2/27/2018,31,60
2/28/2018,15,60
3/1/2018,14,60
3/2/2018,46,60
3/3/2018,68,60
3/4/2018,61,60
3/5/2018,0,60
3/6/2018,39,64
3/7/2018,44,64
3/8/2018,0,64
3/9/2018,18,64
3/10/2018,68,64
3/11/2018,66,64
3/12/2018,69,64
3/13/2018,73,64
3/14/2018,65,64
3/15/2018,27,64
3/16/2018,13,64
3/17/2018,60,64
3/18/2018,79,64
3/19/2018,70,64
3/20/2018,74,64
3/21/2018,64,64
3/22/2018,38,64
3/23/2018,23,64
3/24/2018,81,64
3/25/2018,81,64
3/26/2018,72,64
3/27/2018,86,64
3/28/2018,71,64
3/29/2018,28,64
3/30/2018,23,64
3/31/2018,68,64
4/1/2018,72,64
4/2/2018,64,64
4/3/2018,52,64
4/4/2018,61,64
4/5/2018,32,64
4/6/2018,17,64
4/7/2018,57,64
4/8/2018,77,64
4/9/2018,79,64
4/10/2018,73,64
4/11/2018,67,64
4/12/2018,40,64
4/13/2018,22,64
4/14/2018,59,64
4/15/2018,80,64
4/16/2018,76,64
4/17/2018,71,64
4/18/2018,70,64
4/19/2018,34,64
4/20/2018,28,64
4/21/2018,82,64
4/22/2018,83,64
4/23/2018,70,64
4/24/2018,63,64
4/25/2018,54,64
4/26/2018,13,64
4/27/2018,12,64
4/28/2018,57,64
4/29/2018,70,64
4/30/2018,87,64
5/1/2018,69,64
5/2/2018,81,64
5/3/2018,39,64
5/4/2018,34,64
5/5/2018,66,64
5/6/2018,70,64
5/7/2018,73,64
5/8/2018,74,65
5/9/2018,76,65
5/10/2018,41,65
5/11/2018,28,65
5/12/2018,70,65
5/13/2018,78,65
5/14/2018,69,65
5/15/2018,82,65
5/16/2018,77,65
5/17/2018,39,65
5/18/2018,31,65
5/19/2018,61,65
5/20/2018,83,65
5/21/2018,77,65
5/22/2018,81,66
5/23/2018,74,66
5/24/2018,38,66
5/25/2018,34,66
5/26/2018,70,66
5/27/2018,81,66
5/28/2018,86,66
5/29/2018,81,66
5/30/2018,67,66
5/31/2018,45,66
6/1/2018,28,66
6/2/2018,65,66
6/3/2018,71,66
6/4/2018,72,66
6/5/2018,80,66
6/6/2018,68,66
6/7/2018,36,67
6/8/2018,16,67
6/9/2018,25,67
6/10/2018,75,67
6/11/2018,75,67
6/12/2018,89,67
6/13/2018,70,67
6/14/2018,33,68
6/15/2018,37,68
6/16/2018,66,68
6/17/2018,73,68
6/18/2018,79,68
6/19/2018,78,68
6/20/2018,74,68
6/21/2018,41,68
6/22/2018,32,68
6/23/2018,70,68
6/24/2018,84,68
6/25/2018,79,68
6/26/2018,83,68
6/27/2018,75,68
6/28/2018,51,68
6/29/2018,29,68
6/30/2018,87,68
7/1/2018,85,68
7/2/2018,86,68
7/3/2018,83,68
7/4/2018,78,68
7/5/2018,47,68
7/6/2018,40,68
7/7/2018,80,68
7/8/2018,89,68
7/9/2018,95,68
7/10/2018,100,68
7/11/2018,80,68
7/12/2018,65,68
7/13/2018,44,68
7/14/2018,70,68
7/15/2018,83,68
7/16/2018,34,68
7/17/2018,80,68
7/18/2018,71,68
7/19/2018,56,68
7/20/2018,37,68
7/21/2018,87,68
7/22/2018,81,68
7/23/2018,74,68
7/24/2018,90,68
7/25/2018,77,68
7/26/2018,53,68
7/27/2018,38,68
7/28/2018,87,68
7/29/2018,94,68
7/30/2018,87,68
7/31/2018,91,68
8/1/2018,87,68
8/2/2018,48,68
8/3/2018,41,68
8/4/2018,62,68
8/5/2018,51,68
8/6/2018,75,77
8/7/2018,86,77
8/8/2018,87,77
8/9/2018,49,77
8/10/2018,38,77
8/11/2018,77,77
8/12/2018,89,77
8/13/2018,94,77
8/14/2018,83,77
8/15/2018,77,77
8/16/2018,45,77
8/17/2018,36,77
8/18/2018,79,77
8/19/2018,83,77
8/20/2018,83,77
8/21/2018,83,77
8/22/2018,80,77
8/23/2018,50,77
8/24/2018,43,77
8/25/2018,75,77
8/26/2018,96,77
8/27/2018,96,77
8/28/2018,94,77
8/29/2018,98,77
8/30/2018,39,77
8/31/2018,39,77
9/1/2018,91,77
9/2/2018,99,77
9/3/2018,98,77
9/4/2018,89,77
9/5/2018,89,77
9/6/2018,60,77
9/7/2018,48,77
9/8/2018,79,77
9/9/2018,97,77
9/10/2018,100,77
9/11/2018,93,77
9/12/2018,101,77
9/13/2018,62,77
9/14/2018,52,77
9/15/2018,45,77
9/16/2018,115,77
9/17/2018,91,77
9/18/2018,108,77
9/19/2018,106,77
9/20/2018,71,77
9/21/2018,46,77
9/22/2018,91,77
9/23/2018,95,77
9/24/2018,102,77
9/25/2018,107,77
9/26/2018,102,77
9/27/2018,74,77
9/28/2018,44,77
9/29/2018,98,77
9/30/2018,96,77
10/1/2018,113,77
10/2/2018,106,77
10/3/2018,91,77
10/4/2018,63,77
10/5/2018,39,77
10/6/2018,96,77
10/7/2018,98,77
10/8/2018,112,77
10/9/2018,105,77
10/10/2018,107,77
10/11/2018,63,77
10/12/2018,37,77
10/13/2018,104,77
10/14/2018,105,77
10/15/2018,108,77
10/16/2018,113,77
10/17/2018,103,77
10/18/2018,61,77
10/19/2018,51,77
10/20/2018,112,77
10/21/2018,104,77
10/22/2018,108,77
10/23/2018,111,77
10/24/2018,85,77
10/25/2018,71,77
10/26/2018,27,77
10/27/2018,97,77
10/28/2018,99,77
10/29/2018,103,77
10/30/2018,76,77
10/31/2018,77,77
11/1/2018,52,77
11/2/2018,38,77
11/3/2018,99,77
11/4/2018,86,77
11/5/2018,93,77
11/6/2018,91,77
11/7/2018,93,77
11/8/2018,66,77
11/9/2018,42,77
11/10/2018,89,77
11/11/2018,101,77
11/12/2018,93,77
11/13/2018,95,77
11/14/2018,76,77
11/15/2018,62,77
11/16/2018,41,77
11/17/2018,73,77
11/18/2018,88,77
11/19/2018,76,77
11/20/2018,86,77
11/21/2018,78,77
11/22/2018,60,77
11/23/2018,43,77
11/24/2018,79,77
11/25/2018,89,77
11/26/2018,99,77
11/27/2018,90,77
11/28/2018,83,77
11/29/2018,51,77
11/30/2018,34,77
12/1/2018,89,77
12/2/2018,70,77
12/3/2018,67,77
12/4/2018,26,77
12/5/2018,44,77
12/6/2018,44,77
12/7/2018,35,77
12/8/2018,84,77
12/9/2018,82,77
12/10/2018,83,77
12/11/2018,85,77
12/12/2018,68,77
12/13/2018,57,77
12/14/2018,20,77
12/15/2018,80,77
12/16/2018,80,77
12/17/2018,82,77
12/18/2018,90,77
12/19/2018,79,77
12/20/2018,62,77
12/21/2018,33,77
12/22/2018,89,77
12/23/2018,86,77
12/24/2018,71,77
12/25/2018,87,77
12/26/2018,80,77
12/27/2018,66,77
12/28/2018,46,77
12/29/2018,81,77
12/30/2018,70,77
12/31/2018,70,77
1/1/2019,82,77
1/2/2019,69,77
1/3/2019,50,77
1/4/2019,33,77
1/5/2019,37,77
1/6/2019,21,77
1/7/2019,45,77
1/8/2019,54,77
1/9/2019,50,77
1/10/2019,57,77
1/11/2019,43,77
1/12/2019,35,77
1/13/2019,35,77
1/14/2019,75,77
1/15/2019,88,77
1/16/2019,81,77
1/17/2019,57,77
1/18/2019,26,0
1/19/2019,72,0
1/20/2019,78,0
1/21/2019,83,0
1/22/2019,72,0
1/23/2019,82,0
1/24/2019,67,0
1/25/2019,34,0
1/26/2019,82,0
1/27/2019,78,0
1/28/2019,74,0
1/29/2019,57,0
